3706	03/02/15	08 09 11 43 73
3705	02/02/15	22 27 49 52 63
3704	31/01/15	15 38 40 57 62
3703	30/01/15	09 12 16 43 67
3702	29/01/15	36 42 52 62 74
3701	28/01/15	09 15 35 40 78
3700	27/01/15	05 26 29 44 59
3699	26/01/15	10 14 52 74 75
3698	24/01/15	19 20 33 58 77
3697	23/01/15	06 49 53 66 67
3696	22/01/15	18 20 31 34 37
3695	21/01/15	11 32 47 67 76
3694	20/01/15	01 26 42 45 72
3693	19/01/15	25 31 63 67 70
3692	17/01/15	02 08 09 26 78
3691	16/01/15	06 11 19 53 72
3690	15/01/15	28 35 63 64 67
3689	14/01/15	10 36 44 52 72
3688	13/01/15	08 09 29 66 79
3687	12/01/15	33 50 59 60 78
3686	10/01/15	23 40 45 59 74
3685	09/01/15	17 19 35 53 76
3684	08/01/15	06 18 32 48 69
3683	07/01/15	26 28 31 43 76
3682	06/01/15	13 18 39 60 68
3681	05/01/15	10 14 15 29 31
3680	03/01/15	07 31 59 60 79
3679	02/01/15	11 16 23 56 61
3678	31/12/14	05 47 61 77 80
3677	30/12/14	16 22 67 72 73
3676	29/12/14	05 13 15 37 39
3675	27/12/14	34 49 52 77 79
3674	26/12/14	05 21 24 30 69
3673	24/12/14	02 06 29 66 80
3672	23/12/14	09 16 17 28 75
3671	22/12/14	03 16 25 29 39
3670	20/12/14	06 08 36 67 72
3669	19/12/14	13 39 40 45 55
3668	18/12/14	09 26 39 54 56
3667	17/12/14	18 22 49 63 65
3666	16/12/14	27 41 44 70 72
3665	15/12/14	22 26 58 60 61
3664	13/12/14	53 55 60 69 70
3663	12/12/14	17 32 62 67 79
3662	11/12/14	28 56 58 61 76
3661	10/12/14	02 06 32 63 66
3660	09/12/14	02 08 10 58 64
3659	08/12/14	04 33 44 49 57
3658	06/12/14	10 36 39 54 79
3657	05/12/14	09 35 44 57 75
3656	04/12/14	03 13 26 55 79
3655	03/12/14	02 11 13 22 29
3654	02/12/14	11 18 20 29 53
3653	01/12/14	09 13 16 37 58
3652	29/11/14	10 13 20 32 50
3651	28/11/14	17 44 66 70 80
3650	27/11/14	15 29 43 55 63
3649	26/11/14	01 04 17 24 42
3648	25/11/14	17 40 52 54 80
3647	24/11/14	09 24 35 63 79
3646	22/11/14	02 03 15 39 63
3645	21/11/14	09 17 26 42 46
3644	20/11/14	29 33 58 60 75
3643	19/11/14	21 33 53 64 80
3642	18/11/14	02 12 14 17 70
3641	17/11/14	04 09 53 61 63
3640	14/11/14	01 16 49 68 74
3639	13/11/14	29 32 34 39 63
3638	12/11/14	19 38 44 46 70
3637	11/11/14	19 29 42 52 63
3636	10/11/14	09 12 42 59 72
3635	08/11/14	42 44 56 59 64
3634	07/11/14	03 15 30 53 61
3633	06/11/14	01 20 49 57 77
3632	05/11/14	06 14 38 55 69
3631	04/11/14	06 32 54 55 75
3630	03/11/14	13 14 23 43 56
3629	01/11/14	01 08 25 45 57
3628	31/10/14	08 13 37 55 76
3627	30/10/14	03 35 37 57 80
3626	29/10/14	04 21 43 52 58
3625	28/10/14	29 42 53 75 77
3624	27/10/14	01 40 54 78 80
3623	25/10/14	31 40 61 68 72
3622	24/10/14	04 15 18 51 55
3621	23/10/14	13 19 55 57 63
3620	22/10/14	17 40 50 59 73
3619	21/10/14	19 31 57 67 71
3618	20/10/14	13 17 44 49 54
3617	18/10/14	04 05 60 75 79
3616	17/10/14	14 26 36 38 50
3615	16/10/14	21 39 58 61 69
3614	15/10/14	32 53 54 59 63
3613	14/10/14	19 22 28 31 33
3612	13/10/14	03 07 33 34 58
3611	11/10/14	16 18 40 62 75
3610	10/10/14	01 12 13 23 71
3609	09/10/14	23 37 50 69 77
3608	08/10/14	10 33 38 46 63
3607	07/10/14	11 51 68 69 74
3606	06/10/14	12 26 28 53 55
3605	04/10/14	12 24 34 44 78
3604	03/10/14	01 18 32 47 64
3603	02/10/14	01 38 49 62 73
3602	01/10/14	19 28 30 43 45
3601	30/09/14	02 06 07 31 79
3600	29/09/14	42 43 72 75 78
3599	27/09/14	09 35 45 71 73
3598	26/09/14	15 30 46 58 79
3597	25/09/14	01 21 28 54 68
3596	24/09/14	13 30 47 50 78
3595	23/09/14	08 35 41 45 54
3594	22/09/14	11 28 72 73 74
3593	20/09/14	20 35 45 65 69
3592	19/09/14	18 25 35 41 60
3591	18/09/14	11 13 15 37 75
3590	17/09/14	06 46 71 73 78
3589	16/09/14	02 17 30 41 64
3588	15/09/14	15 21 45 47 63
3587	13/09/14	26 35 51 70 78
3586	12/09/14	02 05 46 47 51
3585	11/09/14	16 23 50 59 65
3584	10/09/14	09 50 51 58 74
3583	09/09/14	23 39 44 54 57
3582	08/09/14	44 50 52 60 70
3581	06/09/14	17 34 53 63 77
3580	05/09/14	06 16 18 41 44
3579	04/09/14	11 34 35 58 73
3578	03/09/14	26 43 54 57 65
3577	02/09/14	31 34 51 55 78
3576	01/09/14	04 21 31 62 72
3575	30/08/14	02 16 19 22 36
3574	29/08/14	07 52 55 64 73
3573	28/08/14	02 09 43 64 80
3572	27/08/14	39 41 62 65 72
3571	26/08/14	26 44 56 64 65
3570	25/08/14	08 15 22 35 45
3569	23/08/14	15 42 54 61 69
3568	22/08/14	09 13 29 38 78
3567	21/08/14	11 24 28 31 37
3566	20/08/14	34 35 45 68 71
3565	19/08/14	18 26 48 53 75
3564	18/08/14	05 13 29 50 58
3563	16/08/14	41 48 63 67 71
3562	15/08/14	16 23 29 44 50
3561	14/08/14	13 15 44 69 78
3560	13/08/14	14 34 44 45 51
3559	12/08/14	14 34 39 55 56
3558	11/08/14	08 32 36 76 80
3557	09/08/14	01 10 38 56 63
3556	08/08/14	05 19 30 31 65
3555	07/08/14	11 19 31 44 68
3554	06/08/14	08 19 24 30 47
3553	05/08/14	01 14 27 55 62
3552	04/08/14	02 16 29 66 68
3551	02/08/14	37 38 52 65 75
3550	01/08/14	09 34 41 71 73
3549	31/07/14	05 07 08 47 77
3548	30/07/14	05 39 57 59 79
3547	29/07/14	26 30 52 69 76
3546	28/07/14	10 13 14 43 51
3545	26/07/14	37 54 65 70 80
3544	25/07/14	23 41 48 76 80
3543	24/07/14	25 36 42 45 52
3542	23/07/14	16 33 41 61 75
3541	22/07/14	17 30 47 52 54
3540	21/07/14	06 07 26 27 37
3539	19/07/14	05 19 21 26 40
3538	18/07/14	03 20 25 63 71
3537	17/07/14	36 48 51 54 65
3536	16/07/14	10 26 58 71 78
3535	15/07/14	05 13 49 58 75
3534	14/07/14	19 33 37 38 49
3533	12/07/14	15 21 33 38 73
3532	11/07/14	01 19 53 56 57
3531	10/07/14	09 46 50 67 79
3530	09/07/14	02 03 12 13 18
3529	08/07/14	06 14 18 35 61
3528	07/07/14	02 12 27 46 59
3527	05/07/14	17 50 59 66 77
3526	04/07/14	33 40 56 66 74
3525	03/07/14	01 04 12 25 61
3524	02/07/14	10 33 36 72 76
3523	01/07/14	05 19 60 70 72
3522	30/06/14	01 40 47 50 62
3521	28/06/14	21 41 52 58 71
3520	27/06/14	04 21 47 59 79
3519	26/06/14	39 46 50 64 72
3518	25/06/14	16 25 27 56 80
3517	24/06/14	15 26 55 71 79
3516	16/06/14	05 44 53 67 77
3515	14/06/14	01 60 61 66 73
3514	13/06/14	13 18 19 51 70
3513	12/06/14	22 25 41 56 58
3512	11/06/14	02 18 51 64 65
3511	10/06/14	06 21 26 31 48
3510	09/06/14	10 23 48 66 69
3509	07/06/14	18 19 32 34 78
3508	06/06/14	02 12 17 28 31
3507	05/06/14	17 19 30 43 45
3506	04/06/14	32 41 71 73 80
3505	03/06/14	24 53 61 62 72
3504	02/06/14	04 07 42 50 69
3503	31/05/14	22 53 62 68 70
3502	30/05/14	01 26 33 57 58
3501	29/05/14	23 26 36 43 65
3500	28/05/14	05 13 25 30 66
3499	27/05/14	11 21 26 29 64
3498	26/05/14	36 41 51 66 77
3497	24/05/14	04 10 23 61 64
3496	23/05/14	04 27 46 64 78
3495	22/05/14	04 15 16 33 44
3494	21/05/14	01 51 58 68 73
3493	20/05/14	01 17 27 39 55
3492	19/05/14	01 52 60 65 77
3491	17/05/14	09 32 54 55 75
3490	16/05/14	25 28 35 54 69
3489	15/05/14	01 02 07 23 61
3488	14/05/14	01 10 36 46 80
3487	13/05/14	04 08 41 76 79
3486	12/05/14	07 09 46 53 76
3485	10/05/14	16 23 27 43 50
3484	09/05/14	15 24 61 65 66
3483	08/05/14	17 19 39 55 79
3482	07/05/14	04 23 25 37 72
3481	06/05/14	11 18 52 61 68
3480	05/05/14	02 07 16 53 78
3479	03/05/14	01 03 13 27 56
3478	02/05/14	14 49 50 65 78
3477	30/04/14	19 51 56 60 70
3476	29/04/14	10 25 64 72 78
3475	28/04/14	09 24 65 74 77
3474	26/04/14	09 37 42 50 52
3473	25/04/14	03 28 49 70 73
3472	24/04/14	07 38 57 66 73
3471	23/04/14	15 40 42 43 52
3470	22/04/14	12 16 21 56 78
3469	19/04/14	15 36 51 52 63
3468	17/04/14	03 09 15 50 72
3467	16/04/14	29 43 52 59 77
3466	15/04/14	02 17 64 73 74
3465	14/04/14	07 08 56 72 77
3464	12/04/14	12 13 18 59 66
3463	11/04/14	07 35 58 74 76
3462	10/04/14	09 21 43 48 71
3461	09/04/14	11 14 31 34 44
3460	08/04/14	08 39 45 56 57
3459	07/04/14	15 18 43 65 77
3458	05/04/14	10 24 52 71 77
3457	04/04/14	11 13 27 29 70
3456	03/04/14	08 17 33 36 75
3455	02/04/14	26 39 40 48 53
3454	01/04/14	07 08 23 45 73
3453	31/03/14	01 11 46 63 76
3452	29/03/14	04 05 45 48 75
3451	28/03/14	40 66 70 72 78
3450	27/03/14	18 22 37 43 66
3449	26/03/14	24 36 44 56 73
3448	25/03/14	02 12 35 44 80
3447	24/03/14	05 11 12 40 79
3446	22/03/14	01 32 52 59 77
3445	21/03/14	11 50 54 55 59
3444	20/03/14	53 56 60 64 68
3443	19/03/14	10 30 38 55 69
3442	18/03/14	06 08 22 25 47
3441	17/03/14	23 24 30 55 64
3440	15/03/14	04 24 38 67 79
3439	14/03/14	03 15 25 35 47
3438	13/03/14	48 56 64 66 76
3437	12/03/14	16 23 24 27 28
3436	11/03/14	25 32 40 61 79
3435	10/03/14	07 29 42 56 78
3434	08/03/14	33 45 49 54 69
3433	07/03/14	03 21 24 72 74
3432	06/03/14	42 58 62 73 76
3431	05/03/14	07 14 25 35 57
3430	01/03/14	06 14 34 51 58
3429	28/02/14	18 28 38 55 75
3428	27/02/14	09 10 24 59 66
3427	26/02/14	33 38 73 76 79
3426	25/02/14	26 27 29 62 73
3425	24/02/14	07 17 35 45 63
3424	22/02/14	26 36 37 42 73
3423	21/02/14	10 32 34 56 63
3422	20/02/14	05 12 34 40 53
3421	19/02/14	20 34 49 53 78
3420	18/02/14	05 11 28 30 63
3419	17/02/14	03 24 50 66 78
3418	15/02/14	53 59 67 72 75
3417	14/02/14	12 16 46 49 77
3416	13/02/14	03 20 63 68 77
3415	12/02/14	14 22 48 58 59
3414	11/02/14	06 11 18 31 59
3413	10/02/14	02 22 38 61 78
3412	08/02/14	15 29 36 40 59
3411	07/02/14	05 07 09 15 70
3410	06/02/14	14 37 53 68 72
3409	05/02/14	24 33 52 60 72
3408	04/02/14	07 48 62 70 77
3407	03/02/14	16 21 55 63 78
3406	01/02/14	23 37 41 44 80
3405	31/01/14	29 42 62 65 68
3404	30/01/14	28 31 49 53 78
3403	29/01/14	05 11 17 27 60
3402	28/01/14	12 18 29 50 65
3401	27/01/14	20 34 51 54 76
3400	25/01/14	28 39 43 57 63
3399	24/01/14	23 42 55 64 75
3398	23/01/14	38 50 54 57 64
3397	22/01/14	24 38 60 77 78
3396	21/01/14	24 32 44 63 71
3395	20/01/14	10 25 31 41 76
3394	18/01/14	11 28 58 74 76
3393	17/01/14	01 36 48 78 79
3392	16/01/14	03 37 42 56 57
3391	15/01/14	35 39 40 79 80
3390	14/01/14	10 17 20 37 61
3389	13/01/14	10 36 40 51 72
3388	11/01/14	18 34 38 42 59
3387	10/01/14	15 44 61 74 76
3386	09/01/14	01 22 30 47 57
3385	08/01/14	10 15 23 36 49
3384	07/01/14	26 46 47 48 73
3383	06/01/14	15 41 51 73 77
3382	04/01/14	15 27 55 60 80
3381	03/01/14	05 07 39 45 77
3380	02/01/14	20 52 53 55 66
3379	31/12/13	14 17 45 54 72
3378	30/12/13	06 08 42 67 78
3377	28/12/13	06 46 68 71 76
3376	27/12/13	04 38 56 79 80
3375	26/12/13	04 09 18 32 58
3374	24/12/13	01 16 30 45 50
3373	23/12/13	43 68 69 74 76
3372	21/12/13	19 40 53 74 79
3371	20/12/13	05 07 44 59 65
3370	19/12/13	06 36 43 63 67
3369	18/12/13	09 15 22 38 68
3368	17/12/13	22 23 24 44 67
3367	16/12/13	45 60 64 66 71
3366	14/12/13	03 22 30 48 50
3365	13/12/13	01 27 30 38 62
3364	12/12/13	07 29 41 54 79
3363	11/12/13	04 08 28 64 76
3362	10/12/13	03 19 45 49 80
3361	09/12/13	14 19 27 51 77
3360	07/12/13	27 30 37 58 80
3359	06/12/13	30 35 38 63 75
3358	05/12/13	02 19 22 31 78
3357	04/12/13	05 25 47 49 58
3356	03/12/13	02 25 43 60 67
3355	02/12/13	08 23 29 38 57
3354	30/11/13	16 20 28 62 72
3353	29/11/13	08 10 29 32 70
3352	28/11/13	11 22 29 46 72
3351	27/11/13	13 29 39 55 69
3350	26/11/13	10 27 35 54 73
3349	25/11/13	10 12 62 68 71
3348	23/11/13	30 36 37 50 75
3347	22/11/13	01 04 05 11 29
3346	21/11/13	45 47 58 62 72
3345	20/11/13	08 17 34 49 67
3344	19/11/13	22 60 64 70 74
3343	18/11/13	12 27 48 69 72
3342	16/11/13	04 16 18 22 73
3341	14/11/13	09 34 51 55 79
3340	13/11/13	05 13 20 44 62
3339	12/11/13	08 11 45 46 80
3338	11/11/13	06 18 29 30 75
3337	09/11/13	46 49 61 68 76
3336	08/11/13	01 15 44 45 54
3335	07/11/13	04 15 19 40 75
3334	06/11/13	04 42 56 66 76
3333	05/11/13	09 44 46 71 78
3332	04/11/13	12 13 33 35 54
3331	01/11/13	14 33 49 64 77
3330	31/10/13	18 33 41 42 77
3329	30/10/13	07 21 24 34 44
3328	29/10/13	17 38 55 62 78
3327	28/10/13	08 10 48 53 56
3326	26/10/13	50 53 56 59 66
3325	25/10/13	08 11 25 62 79
3324	24/10/13	25 26 33 44 75
3323	23/10/13	06 25 52 61 75
3322	22/10/13	14 29 33 51 58
3321	21/10/13	04 07 20 31 52
3320	19/10/13	36 42 47 49 53
3319	18/10/13	34 35 43 46 49
3318	17/10/13	10 26 52 58 68
3317	16/10/13	02 15 26 48 57
3316	15/10/13	13 24 27 50 61
3315	14/10/13	07 22 55 62 65
3314	11/10/13	10 14 21 25 56
3313	10/10/13	02 15 45 54 80
3312	09/10/13	03 04 35 37 46
3311	08/10/13	01 07 14 20 57
3310	07/10/13	17 19 39 43 54
3309	05/10/13	02 18 22 27 68
3308	04/10/13	15 17 32 45 71
3307	03/10/13	07 26 31 59 76
3306	02/10/13	26 35 43 53 71
3305	01/10/13	09 15 23 31 54
3304	30/09/13	04 13 27 42 62
3303	28/09/13	08 10 41 49 73
3302	27/09/13	31 34 36 50 77
3301	26/09/13	02 04 19 52 63
3300	25/09/13	14 38 49 64 67
3299	24/09/13	34 44 46 63 74
3298	23/09/13	07 17 18 28 73
3297	21/09/13	02 09 19 42 60
3296	20/09/13	03 43 44 60 66
3295	19/09/13	05 09 31 73 77
3294	18/09/13	01 28 47 50 55
3293	17/09/13	17 21 44 70 71
3292	16/09/13	28 51 55 69 73
3291	14/09/13	14 32 59 66 69
3290	13/09/13	07 12 26 32 37
3289	12/09/13	14 18 20 57 58
3288	11/09/13	01 15 44 66 68
3287	10/09/13	21 38 49 61 79
3286	09/09/13	06 23 50 58 61
3285	06/09/13	04 08 22 30 63
3284	05/09/13	10 18 24 34 57
3283	04/09/13	16 33 42 51 62
3282	03/09/13	10 21 22 36 63
3281	02/09/13	06 18 20 49 55
3280	31/08/13	24 36 38 65 70
3279	30/08/13	20 36 42 57 69
3278	29/08/13	11 12 17 24 78
3277	28/08/13	08 12 25 47 79
3276	27/08/13	17 26 29 46 70
3275	26/08/13	02 19 37 39 75
3274	24/08/13	41 54 57 62 77
3273	23/08/13	43 44 45 51 71
3272	22/08/13	25 41 48 52 64
3271	21/08/13	28 38 55 69 76
3270	20/08/13	23 40 42 75 77
3269	19/08/13	15 36 58 70 75
3268	17/08/13	16 49 52 76 80
3267	16/08/13	04 16 68 73 78
3266	15/08/13	14 32 50 57 77
3265	14/08/13	33 52 57 63 71
3264	13/08/13	14 21 25 26 47
3263	12/08/13	03 25 28 31 79
3262	10/08/13	18 44 59 63 70
3261	09/08/13	10 11 29 57 72
3260	08/08/13	18 23 39 53 58
3259	07/08/13	03 10 48 60 67
3258	06/08/13	32 34 46 58 80
3257	05/08/13	33 34 35 54 64
3256	03/08/13	32 34 46 47 80
3255	02/08/13	18 19 22 31 64
3254	01/08/13	16 50 59 66 79
3253	31/07/13	04 07 27 60 70
3252	30/07/13	08 20 43 71 80
3251	29/07/13	01 44 65 67 78
3250	27/07/13	15 25 28 63 78
3249	26/07/13	08 17 43 50 68
3248	25/07/13	28 36 37 38 77
3247	24/07/13	26 31 49 62 65
3246	23/07/13	35 39 51 74 80
3245	22/07/13	27 46 52 64 75
3244	20/07/13	24 31 38 57 68
3243	19/07/13	26 27 37 61 65
3242	18/07/13	08 09 16 64 68
3241	17/07/13	19 40 56 59 63
3240	16/07/13	24 41 57 68 79
3239	15/07/13	24 26 63 72 75
3238	13/07/13	20 39 40 49 58
3237	12/07/13	13 39 40 63 74
3236	11/07/13	09 17 61 64 66
3235	10/07/13	32 54 65 67 73
3234	09/07/13	14 48 59 60 68
3233	08/07/13	03 04 06 36 70
3232	06/07/13	05 31 59 61 78
3231	05/07/13	15 22 28 63 79
3230	04/07/13	01 29 38 61 69
3229	03/07/13	12 34 48 55 79
3228	02/07/13	10 33 53 69 70
3227	01/07/13	15 35 44 49 62
3226	29/06/13	14 20 21 23 59
3225	28/06/13	40 49 60 63 69
3224	27/06/13	36 55 59 63 72
3223	26/06/13	09 16 24 43 46
3222	25/06/13	21 23 38 44 72
3221	24/06/13	05 17 55 63 67
3220	15/06/13	15 48 59 69 76
3219	14/06/13	04 12 32 55 59
3218	13/06/13	11 29 48 56 72
3217	12/06/13	40 61 62 63 71
3216	11/06/13	07 11 42 47 78
3215	10/06/13	17 29 30 40 80
3214	08/06/13	07 10 16 25 75
3213	07/06/13	12 24 36 39 72
3212	06/06/13	19 34 35 58 61
3211	05/06/13	10 31 50 54 61
3210	04/06/13	04 21 42 55 68
3209	03/06/13	08 38 52 68 79
3208	01/06/13	02 13 18 26 62
3207	31/05/13	06 22 40 48 55
3206	29/05/13	04 45 68 70 74
3205	28/05/13	32 37 60 62 77
3204	27/05/13	09 15 38 49 50
3203	25/05/13	18 44 46 56 60
3202	24/05/13	01 26 34 37 58
3201	23/05/13	02 14 17 54 80
3200	22/05/13	02 12 57 68 73
3199	21/05/13	16 33 51 63 67
3198	20/05/13	15 28 41 47 51
3197	18/05/13	08 38 39 65 66
3196	17/05/13	16 40 45 46 80
3195	16/05/13	37 50 67 72 76
3194	15/05/13	20 26 33 41 60
3193	14/05/13	10 17 29 43 46
3192	13/05/13	05 30 38 56 77
3191	11/05/13	02 05 19 61 74
3190	10/05/13	13 49 57 59 78
3189	09/05/13	02 09 15 46 62
3188	08/05/13	26 28 36 53 79
3187	07/05/13	14 19 23 44 67
3186	06/05/13	12 22 48 52 57
3185	04/05/13	14 30 33 65 73
3184	03/05/13	04 07 14 16 43
3183	02/05/13	21 27 36 41 51
3182	30/04/13	16 29 32 48 54
3181	29/04/13	24 42 43 52 65
3180	27/04/13	02 21 27 43 57
3179	26/04/13	02 08 16 31 54
3178	25/04/13	01 16 19 72 73
3177	24/04/13	02 21 23 35 48
3176	23/04/13	02 05 06 11 51
3175	22/04/13	51 53 60 66 67
3174	20/04/13	04 11 33 59 76
3173	19/04/13	04 10 20 34 63
3172	18/04/13	43 68 69 71 76
3171	17/04/13	14 35 38 45 48
3170	16/04/13	02 15 27 34 69
3169	15/04/13	14 47 73 74 77
3168	13/04/13	10 14 31 53 67
3167	12/04/13	20 26 48 59 74
3166	11/04/13	04 11 16 34 63
3165	10/04/13	07 29 66 75 76
3164	09/04/13	21 39 41 66 74
3163	08/04/13	24 40 45 49 68
3162	06/04/13	04 19 22 39 41
3161	05/04/13	10 15 22 25 78
3160	04/04/13	13 16 25 32 69
3159	03/04/13	08 40 52 67 70
3158	02/04/13	06 20 39 57 75
3157	01/04/13	10 22 31 54 72
3156	30/03/13	20 51 59 68 73
3155	28/03/13	01 16 21 50 80
3154	27/03/13	10 21 26 38 54
3153	26/03/13	11 26 40 54 73
3152	25/03/13	10 38 44 47 59
3151	23/03/13	04 36 51 58 75
3150	22/03/13	19 28 49 53 77
3149	21/03/13	01 16 30 60 67
3148	20/03/13	24 47 68 73 74
3147	19/03/13	11 37 41 64 70
3146	18/03/13	02 08 56 72 73
3145	16/03/13	04 15 28 34 52
3144	15/03/13	30 38 45 53 63
3143	14/03/13	19 24 26 59 67
3142	13/03/13	20 45 58 69 78
3141	12/03/13	09 18 44 56 72
3140	11/03/13	11 19 27 48 55
3139	09/03/13	13 22 46 67 68
3138	08/03/13	19 20 47 56 76
3137	07/03/13	10 21 29 33 68
3136	06/03/13	15 29 52 79 80
3135	05/03/13	11 22 34 44 72
3134	04/03/13	14 39 45 50 80
3133	02/03/13	07 14 49 56 74
3132	01/03/13	02 29 34 47 70
3131	28/02/13	11 18 50 51 80
3130	27/02/13	07 30 44 45 57
3129	26/02/13	21 33 37 51 71
3128	25/02/13	08 12 22 52 64
3127	23/02/13	37 60 61 72 76
3126	22/02/13	14 27 31 36 45
3125	21/02/13	40 44 45 52 64
3124	20/02/13	28 37 56 59 65
3123	19/02/13	17 38 57 61 72
3122	18/02/13	03 11 29 30 37
3121	16/02/13	01 05 41 57 78
3120	15/02/13	26 30 31 39 60
3119	14/02/13	03 23 25 29 68
3118	13/02/13	23 25 41 72 75
3117	09/02/13	22 24 37 40 48
3116	08/02/13	02 12 45 59 74
3115	07/02/13	01 25 53 67 74
3114	06/02/13	14 19 38 45 47
3113	05/02/13	14 15 41 42 73
3112	04/02/13	20 24 25 31 38
3111	02/02/13	01 04 49 56 68
3110	01/02/13	45 46 55 65 76
3109	31/01/13	07 25 46 64 73
3108	30/01/13	04 08 10 34 54
3107	29/01/13	24 41 42 54 55
3106	28/01/13	35 52 64 71 80
3105	26/01/13	22 43 53 61 75
3104	25/01/13	03 16 36 65 74
3103	24/01/13	07 26 32 37 42
3102	23/01/13	06 32 51 61 78
3101	22/01/13	09 14 22 30 51
3100	21/01/13	16 23 24 30 76
3099	19/01/13	22 42 46 61 68
3098	18/01/13	20 31 34 41 61
3097	17/01/13	06 41 42 47 58
3096	16/01/13	06 19 49 76 80
3095	15/01/13	13 30 33 61 75
3094	14/01/13	07 17 27 56 75
3093	12/01/13	11 12 13 42 48
3092	11/01/13	11 23 28 35 37
3091	10/01/13	14 27 43 59 66
3090	09/01/13	03 12 54 62 67
3089	08/01/13	04 23 28 39 79
3088	07/01/13	38 42 47 64 66
3087	05/01/13	15 16 41 46 47
3086	04/01/13	12 14 27 53 74
3085	03/01/13	12 28 30 36 39
3084	02/01/13	17 28 30 31 47
3083	31/12/12	37 48 65 69 75
3082	29/12/12	01 04 19 53 57
3081	28/12/12	33 36 39 44 62
3080	27/12/12	39 42 54 56 57
3079	26/12/12	11 18 32 51 56
3078	24/12/12	21 40 43 53 59
3077	22/12/12	04 56 67 74 77
3076	21/12/12	08 33 40 54 73
3075	20/12/12	07 21 42 49 57
3074	19/12/12	01 25 29 61 62
3073	18/12/12	10 23 48 63 74
3072	17/12/12	07 08 20 26 66
3071	15/12/12	06 13 19 20 72
3070	14/12/12	11 45 62 67 77
3069	13/12/12	01 10 34 49 76
3068	12/12/12	07 27 45 53 56
3067	11/12/12	11 38 48 51 55
3066	10/12/12	24 32 42 53 73
3065	08/12/12	03 09 40 60 61
3064	07/12/12	15 43 56 63 79
3063	06/12/12	08 20 32 42 68
3062	05/12/12	28 30 44 57 70
3061	04/12/12	27 51 54 63 74
3060	03/12/12	12 16 45 61 65
3059	01/12/12	13 26 40 67 69
3058	30/11/12	10 18 24 69 80
3057	29/11/12	04 33 58 61 76
3056	28/11/12	16 37 60 63 64
3055	27/11/12	07 13 15 17 48
3054	26/11/12	18 50 55 65 77
3053	24/11/12	04 09 47 51 58
3052	23/11/12	06 24 65 66 78
3051	22/11/12	13 33 46 51 70
3050	21/11/12	04 51 58 69 77
3049	20/11/12	15 32 45 69 72
3048	19/11/12	26 27 40 43 52
