3006	27/09/2012	04 24 28 46 72	
3005	26/09/2012	22 32 39 54 66	
3004	25/09/2012	33 36 55 68 80	
3003	24/09/2012	13 21 38 44 74	
3002	22/09/2012	17 21 43 55 57	
3001	21/09/2012	30 37 42 66 78	
3000	20/09/2012	02 21 31 37 57	
2999	19/09/2012	09 23 42 63 68	
2998	18/09/2012	10 17 24 46 53	
2997	17/09/2012	20 40 43 61 70	
2996	15/09/2012	17 32 39 55 72	
2995	14/09/2012	04 12 33 38 62	
2994	13/09/2012	16 37 55 70 71	
2993	12/09/2012	12 29 31 34 68	
2992	11/09/2012	05 06 16 22 47	
2991	10/09/2012	24 29 30 35 62	
2990	08/09/2012	05 23 33 37 67	
2989	06/09/2012	41 44 66 73 79	
2988	05/09/2012	24 29 36 69 70	
2987	04/09/2012	10 26 65 66 68	
2986	03/09/2012	16 27 29 38 39	
2985	01/09/2012	02 35 43 61 70	
2984	31/08/2012	31 45 69 71 75	
2983	30/08/2012	11 21 41 71 79	
2982	29/08/2012	05 13 67 68 74	
2981	28/08/2012	34 51 58 61 73	
2980	27/08/2012	05 42 59 78 79	
2979	25/08/2012	16 35 49 50 74	
2978	24/08/2012	05 31 39 60 79	
2977	23/08/2012	05 17 18 28 80	
2976	22/08/2012	01 33 40 67 75	
2975	21/08/2012	15 25 49 56 65	
2974	20/08/2012	08 11 64 72 78	
2973	18/08/2012	21 36 41 58 69	
2972	17/08/2012	36 40 45 57 70	
2971	16/08/2012	13 24 26 49 66	
2970	15/08/2012	07 32 69 72 74	
2969	14/08/2012	14 15 18 30 57	
2968	13/08/2012	25 27 31 35 75	
2967	11/08/2012	07 19 34 59 62	
2966	10/08/2012	02 09 33 41 63	
2965	09/08/2012	08 15 28 48 79	
2964	08/08/2012	03 27 43 49 72	
2963	07/08/2012	46 52 55 56 73	
2962	06/08/2012	02 17 20 60 68	
2961	04/08/2012	23 28 33 51 79	
2960	03/08/2012	01 05 07 30 56	
2959	02/08/2012	01 15 47 63 66	
2958	01/08/2012	12 17 37 55 64	
2957	31/07/2012	07 21 23 69 75	
2956	30/07/2012	10 17 41 47 50	
2955	28/07/2012	19 39 54 60 75	
2954	27/07/2012	03 14 20 31 51	
2953	26/07/2012	06 10 23 55 69	
2952	25/07/2012	02 52 65 75 77	
2951	24/07/2012	14 17 28 37 75	
2950	23/07/2012	27 34 50 57 61	
2949	21/07/2012	14 54 71 73 79	
2948	20/07/2012	29 40 44 50 74	
2947	19/07/2012	08 26 48 66 71	
2946	18/07/2012	08 10 22 24 62	
2945	17/07/2012	01 11 39 41 75	
2944	16/07/2012	02 10 11 25 48	
2943	14/07/2012	10 22 26 48 78	
2942	13/07/2012	09 27 59 61 65	
2941	12/07/2012	05 17 32 53 79	
2940	11/07/2012	25 29 40 69 75	
2939	10/07/2012	07 16 19 55 62	
2938	09/07/2012	04 35 37 39 42	
2937	07/07/2012	03 29 43 57 69	
2936	06/07/2012	29 30 39 57 66	
2935	05/07/2012	18 21 29 46 74	
2934	04/07/2012	42 46 49 60 71	
2933	03/07/2012	08 18 59 64 68	
2932	02/07/2012	10 27 37 45 59	
2931	30/06/2012	05 27 32 64 73	
2930	29/06/2012	01 05 27 62 67	
2929	28/06/2012	27 32 57 61 80	
2928	27/06/2012	14 19 26 37 80	
2927	26/06/2012	14 48 51 63 73	
2926	25/06/2012	24 36 42 62 75	
2925	23/06/2012	02 04 27 36 51	
2924	16/06/2012	04 29 57 59 65	
2923	15/06/2012	13 19 37 50 72	
2922	14/06/2012	19 24 40 75 80	
2921	13/06/2012	03 18 30 33 69	
2920	12/06/2012	10 52 64 67 72	
2919	11/06/2012	05 23 51 63 72	
2918	09/06/2012	15 26 27 30 59	
2917	08/06/2012	01 06 48 57 71	
2916	06/06/2012	02 33 38 51 70	
2915	05/06/2012	07 14 17 74 80	
2914	04/06/2012	09 13 22 35 44	
2913	02/06/2012	05 15 26 64 65	
2912	01/06/2012	35 44 50 57 70	
2911	31/05/2012	25 40 46 50 57	
2910	30/05/2012	11 28 30 63 73	
2909	29/05/2012	12 27 30 40 61	
2908	28/05/2012	13 17 21 48 62	
2907	26/05/2012	16 36 44 53 61	
2906	25/05/2012	05 65 66 68 75	
2905	24/05/2012	05 14 24 43 78	
2904	23/05/2012	12 36 54 59 73	
2903	22/05/2012	04 15 24 39 66	
2902	21/05/2012	42 46 48 74 75	
2901	19/05/2012	01 02 20 36 73	
2900	18/05/2012	20 36 54 56 61	
2899	17/05/2012	43 51 55 68 71	
2898	16/05/2012	02 47 67 72 77	
2897	15/05/2012	11 33 50 51 76	
2896	14/05/2012	04 05 23 26 77	
2895	12/05/2012	17 21 22 35 74	
2894	11/05/2012	11 16 22 49 53	
2893	10/05/2012	14 42 53 59 69	
2892	09/05/2012	10 37 50 59 61	
2891	08/05/2012	05 13 17 62 77	
2890	07/05/2012	05 17 27 58 70	
2889	05/05/2012	20 22 51 59 66	
2888	04/05/2012	09 19 35 72 73	
2887	03/05/2012	08 23 43 50 71	
2886	02/05/2012	01 18 30 53 56	
2885	30/04/2012	12 29 61 69 73	
2884	28/04/2012	28 44 65 72 76	
2883	27/04/2012	28 50 60 61 76	
2882	26/04/2012	24 28 34 42 70	
2881	25/04/2012	32 45 48 79 80	
2880	24/04/2012	59 62 67 69 73	
2879	23/04/2012	30 31 38 76 80	
2878	20/04/2012	05 06 32 76 77	
2877	19/04/2012	10 20 58 61 73	
2876	18/04/2012	15 46 53 70 73	
2875	17/04/2012	05 24 37 53 71	
2874	16/04/2012	16 23 48 53 71	
2873	14/04/2012	37 50 58 65 76	
2872	13/04/2012	06 13 15 33 54	
2871	12/04/2012	08 30 39 70 77	
2870	11/04/2012	02 26 42 61 74	
2869	10/04/2012	23 36 64 65 73	
2868	09/04/2012	23 25 27 40 74	
2867	07/04/2012	12 18 37 45 59	
2866	05/04/2012	17 21 47 53 65	
2865	04/04/2012	16 17 37 65 69	
2864	03/04/2012	21 35 66 71 76	
2863	02/04/2012	35 39 47 61 66	
2862	31/03/2012	03 15 19 53 75	
2861	30/03/2012	05 17 39 58 69	
2860	29/03/2012	19 55 58 70 74	
2859	28/03/2012	10 31 42 76 77	
2858	27/03/2012	23 37 62 63 72	
2857	26/03/2012	03 40 45 65 72	
2856	24/03/2012	05 28 64 67 79	
2855	23/03/2012	04 11 49 65 71	
2854	22/03/2012	06 10 11 53 55	
2853	21/03/2012	03 06 10 20 76	
2852	20/03/2012	01 20 27 33 48	
2851	19/03/2012	08 14 15 24 28	
2850	17/03/2012	20 28 39 52 70	
2849	16/03/2012	21 56 67 68 77	
2848	15/03/2012	15 33 39 55 62	
2847	14/03/2012	37 39 45 52 71	
2846	13/03/2012	19 23 45 61 77	
2845	12/03/2012	05 31 40 43 49	
2844	10/03/2012	03 21 29 39 75	
2843	09/03/2012	11 24 27 31 79	
2842	08/03/2012	32 36 37 44 68	
2841	07/03/2012	14 39 47 56 68	
2840	06/03/2012	18 37 40 44 71	
2839	05/03/2012	13 45 48 52 73	
2838	03/03/2012	09 10 21 32 59	
2837	02/03/2012	49 57 60 66 70	
2836	01/03/2012	03 15 43 57 68	
2835	29/02/2012	14 15 38 58 77	
2834	28/02/2012	06 27 30 49 58	
2833	27/02/2012	24 41 52 62 78	
2832	25/02/2012	16 24 47 61 68	
2831	24/02/2012	14 23 34 43 54	
2830	23/02/2012	22 24 41 69 73	
2829	22/02/2012	27 35 41 42 44	
2828	18/02/2012	22 23 33 79 80	
2827	17/02/2012	20 54 57 73 75	
2826	16/02/2012	12 16 29 30 48	
2825	15/02/2012	18 26 35 52 63	
2824	14/02/2012	01 45 48 60 61	
2823	13/02/2012	02 10 16 23 57	
2822	11/02/2012	15 25 39 41 74	
2821	10/02/2012	01 24 68 78 79	
2820	09/02/2012	06 29 44 45 58	
2819	08/02/2012	17 33 41 54 71	
2818	07/02/2012	23 60 66 71 74	
2817	06/02/2012	01 53 61 71 78	
2816	04/02/2012	20 46 57 75 77	
2815	03/02/2012	04 34 40 46 77	
2814	02/02/2012	01 29 38 39 52	
2813	01/02/2012	06 23 31 38 52	
2812	31/01/2012	50 54 63 79 80	
2811	30/01/2012	16 19 59 62 69	
2810	28/01/2012	12 44 45 59 76	
2809	27/01/2012	23 31 47 58 76	
2808	26/01/2012	38 53 59 74 78	
2807	25/01/2012	18 39 50 53 65	
2806	24/01/2012	17 31 54 55 72	
2805	23/01/2012	12 21 29 43 69	
2804	21/01/2012	10 17 40 57 69	
2803	20/01/2012	02 06 36 41 80	
2802	19/01/2012	12 14 16 24 74	
2801	18/01/2012	01 18 20 23 26	
2800	17/01/2012	13 18 35 45 47	
2799	16/01/2012	23 35 40 48 80	
2798	14/01/2012	09 22 68 72 79	
2797	13/01/2012	24 39 45 64 65	
2796	12/01/2012	19 42 43 50 78	
2795	11/01/2012	26 27 33 73 74	
2794	10/01/2012	01 29 53 57 60	
2793	09/01/2012	13 19 35 56 62	
2792	07/01/2012	29 47 64 65 77	
2791	06/01/2012	01 16 32 38 67	
2790	05/01/2012	01 12 43 69 75	
2789	04/01/2012	10 11 40 45 79	
2788	03/01/2012	03 24 35 46 79	
2787	02/01/2012	08 27 32 59 75	
